id,created_at,updated_at,report_date,reported_at,hs300_sector_summary,markdown_content
1,2026-03-08 03:57:49.129993+00:00,2026-03-08 07:52:51.597622+00:00,2026-03-08,2026-03-08 07:51:59.067351+00:00,"- 样本范围：沪深300成分股，按行业汇总，展示前 10 个行业（按平均涨跌幅排序）
- 基础化工：样本 9 / 9，上涨 7，下跌 2，平盘 0，均值 3.94%，中位数 4.15%
- 农林牧渔：样本 5 / 5，上涨 5，下跌 0，平盘 0，均值 3.63%，中位数 4.35%
- 医药生物：样本 20 / 20，上涨 20，下跌 0，平盘 0，均值 2.42%，中位数 1.82%
- 建筑装饰：样本 9 / 9，上涨 8，下跌 0，平盘 1，均值 2.42%，中位数 1.34%
- 纺织服饰：样本 1 / 1，上涨 1，下跌 0，平盘 0，均值 1.79%，中位数 1.79%
- 食品饮料：样本 12 / 12，上涨 12，下跌 0，平盘 0，均值 1.76%，中位数 1.92%
- 电力设备：样本 19 / 19，上涨 13，下跌 6，平盘 0，均值 1.45%，中位数 1.22%
- 国防军工：样本 9 / 9，上涨 7，下跌 2，平盘 0，均值 1.40%，中位数 0.44%
- 美容护理：样本 1 / 1，上涨 1，下跌 0，平盘 0，均值 1.28%，中位数 1.28%
- 计算机：样本 16 / 16，上涨 15，下跌 1，平盘 0，均值 1.27%，中位数 1.20%","# 每日市场分析报告（2026-03-08）

## 核心结论
<div style=""font-size: 20px; line-height: 1.7;"">
<p>• 沪深300/中证2000: 涨跌幅分别为 +0.27% / +1.34%，差值 1.07% -> 较重分歧。</p>
<p>• 上证核心/创业板: 涨跌幅 +0.14% / +0.38% -> 共振（单边行情更强）。</p>
<p>• 上证核心/恒科: 涨跌幅 +0.14% / +3.15%，相对差 -3.01%（同向）。</p>
</div>

## 证券板块涨跌幅分布（1% / 3% / 5%）
- 板块：881157 证券，样本 49 / 50，均值 1.44%，中位数 1.27%
- 上涨：>=5% 0，[3%,5%) 2，[1%,3%) 30，(0,1%) 17
- 下跌：<=-5% 0，[-5%,-3%) 0，[-3%,-1%) 0，(-1%,0) 0
- 平盘：0

## 沪深300成分股行业涨跌幅统计
- 样本范围：沪深300成分股，按行业汇总，展示前 10 个行业（按平均涨跌幅排序）
- 基础化工：样本 9 / 9，上涨 7，下跌 2，平盘 0，均值 3.94%，中位数 4.15%
- 农林牧渔：样本 5 / 5，上涨 5，下跌 0，平盘 0，均值 3.63%，中位数 4.35%
- 医药生物：样本 20 / 20，上涨 20，下跌 0，平盘 0，均值 2.42%，中位数 1.82%
- 建筑装饰：样本 9 / 9，上涨 8，下跌 0，平盘 1，均值 2.42%，中位数 1.34%
- 纺织服饰：样本 1 / 1，上涨 1，下跌 0，平盘 0，均值 1.79%，中位数 1.79%
- 食品饮料：样本 12 / 12，上涨 12，下跌 0，平盘 0，均值 1.76%，中位数 1.92%
- 电力设备：样本 19 / 19，上涨 13，下跌 6，平盘 0，均值 1.45%，中位数 1.22%
- 国防军工：样本 9 / 9，上涨 7，下跌 2，平盘 0，均值 1.40%，中位数 0.44%
- 美容护理：样本 1 / 1，上涨 1，下跌 0，平盘 0，均值 1.28%，中位数 1.28%
- 计算机：样本 16 / 16，上涨 15，下跌 1，平盘 0，均值 1.27%，中位数 1.20%

## 股指期货基差（期货-现货）
- 计算时间：2026-03-08 15:52:48
- IF/沪深300: 期货 4602.54，现货 4660.44，基差 -57.90 (-1.24%)，口径 open_interest_weighted
- IH/上证50: 期货 2978.23，现货 2992.70，基差 -14.47 (-0.48%)，口径 open_interest_weighted
- IC/中证500: 期货 8194.53，现货 8360.34，基差 -165.80 (-1.98%)，口径 open_interest_weighted
- IM/中证1000: 期货 8057.85，现货 8248.86，基差 -191.01 (-2.32%)，口径 open_interest_weighted

## 标的行情明细
| 名称 | 代码 | 市场 | 现价 | 涨跌幅 | 状态 |
| --- | --- | --- | ---: | ---: | --- |
| 上证50 | 000016 | CN | 2992.7021 | +0.14% | ok |
| 沪深300 | 000300 | CN | 4660.4390 | +0.27% | ok |
| 中证1000 | 000852 | CN | 8248.8569 | +0.95% | ok |
| 创业板指 | 399006 | CN | 3229.3020 | +0.38% | ok |
| 科创50 | 000688 | CN | 1414.3943 | +0.64% | ok |
| 恒生科技指数 | HSTECH | HK | 4947.5000 | +3.15% | ok |
| 北证50 | 899050 | CN | 1427.3530 | +0.01% | ok |
| 中证2000 | 932000 | CN | 3521.9500 | +1.34% | ok |
| 离岸人民币汇率 | USDCNH | FX | 6.9031 | -0.16% | ok |
| 港币兑人民币 | HKDCNH | FX | 0.8820 | +0.14% | ok |
| 中国国债十年期 | CN10Y | BOND | 1.7810 | +0.17% | ok |
| 证券881157 | 881157 | CN | 1553.7060 | +1.44% | ok |
"
